POSITION_ID,INSTRUMENT_TYPE,NOTIONAL,CURRENCY,EXPOSURE_CLASS,COUNTERPARTY_ID,AS_OF_DATE
POS-001910,Bank Guarantee,7477966459.66,INR,BELOW_100,CP-00560,2026-06-30
POS-001911,Term Loan,75640455038.18,INR,BELOW_100,CP-00561,2026-06-30
POS-001912,Letter of Credit,269573052.21,INR,BELOW_100,CP-00561,2026-06-30
POS-001913,Letter of Credit,2746851362.15,INR,AT_100,CP-00561,2026-06-30
POS-001914,Term Loan,2482064002.84,INR,BELOW_100,CP-00562,2026-06-30
POS-001915,Term Loan,3026024463.94,INR,ABOVE_100,CP-00562,2026-06-30
POS-001916,Term Loan,11996044696.21,INR,BELOW_100,CP-00562,2026-06-30
POS-001917,Bank Guarantee,987627966.35,INR,BELOW_100,CP-00562,2026-06-30
POS-001918,Cash Credit,9227570931.21,INR,BELOW_100,CP-00563,2026-06-30
POS-001919,Letter of Credit,7966775015.12,INR,BELOW_100,CP-00563,2026-06-30
POS-001920,Term Loan,1903500041.12,INR,BELOW_100,CP-00564,2026-06-30
POS-001921,Term Loan,1004613430.1,INR,BELOW_100,CP-00564,2026-06-30
POS-001922,Bank Guarantee,1279660869.81,INR,ABOVE_100,CP-00564,2026-06-30
POS-001923,Bank Guarantee,28694904.1,INR,ABOVE_100,CP-00564,2026-06-30
POS-001924,Term Loan,159120709.38,INR,AT_100,CP-00565,2026-06-30
POS-001925,Cash Credit,2479270490.29,INR,ABOVE_100,CP-00565,2026-06-30
POS-001926,Bank Guarantee,5666743469.44,INR,ABOVE_100,CP-00565,2026-06-30
POS-001927,Term Loan,76387795916.68,INR,BELOW_100,CP-00566,2026-06-30
POS-001928,Derivative - FX Forward,719177695.92,INR,AT_100,CP-00566,2026-06-30
POS-001929,Cash Credit,18806793648.28,INR,BELOW_100,CP-00567,2026-06-30
POS-001930,Cash Credit,129231674334.52,INR,BELOW_100,CP-00567,2026-06-30
POS-001931,Investment - Debenture/Bond,19550636091.28,INR,ABOVE_100,CP-00567,2026-06-30
POS-001932,Letter of Credit,711630944.49,INR,BELOW_100,CP-00567,2026-06-30
POS-001933,Bank Guarantee,9707506435.33,INR,BELOW_100,CP-00567,2026-06-30
POS-001934,Cash Credit,23255973460.65,INR,AT_100,CP-00568,2026-06-30
POS-001935,Bank Guarantee,3738879894.99,INR,BELOW_100,CP-00568,2026-06-30
POS-001936,Term Loan,108538887127.92,INR,BELOW_100,CP-00569,2026-06-30
POS-001937,Bank Guarantee,1580526694.8,INR,BELOW_100,CP-00569,2026-06-30
POS-001938,Term Loan,15874728180.32,INR,BELOW_100,CP-00570,2026-06-30
POS-001939,Term Loan,16318557840.41,INR,BELOW_100,CP-00570,2026-06-30
POS-001940,Derivative - FX Forward,314063117.87,INR,BELOW_100,CP-00570,2026-06-30
POS-001941,Bank Guarantee,4995178507.75,INR,BELOW_100,CP-00570,2026-06-30
POS-001942,Cash Credit,12118722246.54,INR,ABOVE_100,CP-00571,2026-06-30
POS-001943,Term Loan,42222296550.98,INR,AT_100,CP-00571,2026-06-30
POS-001944,Cash Credit,11576518533.99,INR,ABOVE_100,CP-00571,2026-06-30
POS-001945,Bank Guarantee,1690185171.31,INR,AT_100,CP-00571,2026-06-30
POS-001946,Bank Guarantee,3290460201.2,INR,BELOW_100,CP-00571,2026-06-30
POS-001947,Term Loan,1242810598.74,INR,AT_100,CP-00572,2026-06-30
POS-001948,Term Loan,25567812923.27,INR,BELOW_100,CP-00572,2026-06-30
POS-001949,Cash Credit,2145706943.52,INR,AT_100,CP-00572,2026-06-30
POS-001950,Letter of Credit,11105652446.85,INR,ABOVE_100,CP-00572,2026-06-30
POS-001951,Letter of Credit,8012474002.26,INR,ABOVE_100,CP-00572,2026-06-30
POS-001952,Term Loan,27326825498.3,INR,AT_100,CP-00573,2026-06-30
POS-001953,Derivative - FX Forward,49068744665.73,INR,ABOVE_100,CP-00573,2026-06-30
POS-001954,Term Loan,5473789249.51,INR,BELOW_100,CP-00574,2026-06-30
POS-001955,Term Loan,6350892955.56,INR,BELOW_100,CP-00574,2026-06-30
POS-001956,Letter of Credit,11178035194.01,INR,BELOW_100,CP-00574,2026-06-30
POS-001957,Bank Guarantee,6658951252.59,INR,ABOVE_100,CP-00574,2026-06-30
POS-001958,Term Loan,1885839400.51,INR,ABOVE_100,CP-00575,2026-06-30
POS-001959,Term Loan,1032430584.01,INR,AT_100,CP-00575,2026-06-30
POS-001960,Letter of Credit,1521882664.46,INR,BELOW_100,CP-00575,2026-06-30
POS-001961,Term Loan,10268245730.2,INR,ABOVE_100,CP-00576,2026-06-30
POS-001962,Cash Credit,2480050209.03,INR,BELOW_100,CP-00576,2026-06-30
POS-001963,Term Loan,10606754781.93,INR,AT_100,CP-00576,2026-06-30
POS-001964,Letter of Credit,596512763.62,INR,AT_100,CP-00576,2026-06-30
POS-001965,Term Loan,103660929505.16,INR,ABOVE_100,CP-00577,2026-06-30
POS-001966,Derivative - FX Forward,12797273299.87,INR,AT_100,CP-00577,2026-06-30
POS-001967,Letter of Credit,4132874864.16,INR,AT_100,CP-00577,2026-06-30
POS-001968,Term Loan,36577042668.96,INR,BELOW_100,CP-00578,2026-06-30
POS-001969,Term Loan,5474827709.67,INR,ABOVE_100,CP-00578,2026-06-30
POS-001970,Term Loan,45276995305.0,INR,AT_100,CP-00578,2026-06-30
POS-001971,Derivative - FX Forward,498156204.44,INR,ABOVE_100,CP-00578,2026-06-30
POS-001972,Derivative - FX Forward,5491931824.83,INR,AT_100,CP-00578,2026-06-30
POS-001973,Investment - Debenture/Bond,11753660049.8,INR,ABOVE_100,CP-00579,2026-06-30
POS-001974,Derivative - FX Forward,8540935628.02,INR,ABOVE_100,CP-00579,2026-06-30
POS-001975,Cash Credit,15224582962.2,INR,ABOVE_100,CP-00580,2026-06-30
POS-001976,Letter of Credit,2387980786.69,INR,AT_100,CP-00580,2026-06-30
POS-001977,Investment - Debenture/Bond,16379177985.9,INR,ABOVE_100,CP-00581,2026-06-30
POS-001978,Cash Credit,12324029280.08,INR,BELOW_100,CP-00581,2026-06-30
POS-001979,Bank Guarantee,147376652.45,INR,BELOW_100,CP-00581,2026-06-30
POS-001980,Letter of Credit,2034401062.87,INR,BELOW_100,CP-00581,2026-06-30
POS-001981,Cash Credit,4284712577.49,INR,BELOW_100,CP-00582,2026-06-30
POS-001982,Term Loan,511958446.67,INR,AT_100,CP-00582,2026-06-30
POS-001983,Term Loan,676427781.21,INR,ABOVE_100,CP-00582,2026-06-30
POS-001984,Derivative - FX Forward,2605718763.86,INR,AT_100,CP-00582,2026-06-30
POS-001985,Term Loan,40695106256.11,INR,BELOW_100,CP-00583,2026-06-30
POS-001986,Term Loan,7738858641.73,INR,AT_100,CP-00583,2026-06-30
POS-001987,Bank Guarantee,366894254.26,INR,ABOVE_100,CP-00583,2026-06-30
POS-001988,Term Loan,6693191118.52,INR,BELOW_100,CP-00584,2026-06-30
POS-001989,Term Loan,6044071656.51,INR,ABOVE_100,CP-00584,2026-06-30
POS-001990,Bank Guarantee,1896296282.94,INR,AT_100,CP-00584,2026-06-30
POS-001991,Term Loan,28976609940.25,INR,AT_100,CP-00585,2026-06-30
POS-001992,Cash Credit,121543551967.34,INR,ABOVE_100,CP-00585,2026-06-30
POS-001993,Derivative - FX Forward,383055639.59,INR,BELOW_100,CP-00585,2026-06-30
POS-001994,Term Loan,49898669799.25,INR,ABOVE_100,CP-00586,2026-06-30
POS-001995,Bank Guarantee,556349784.21,INR,AT_100,CP-00586,2026-06-30
POS-001996,Term Loan,8824386798.14,INR,BELOW_100,CP-00587,2026-06-30
POS-001997,Term Loan,2771588577.88,INR,AT_100,CP-00587,2026-06-30
POS-001998,Term Loan,4141982448.35,INR,ABOVE_100,CP-00587,2026-06-30
POS-001999,Derivative - FX Forward,684192089.2,INR,BELOW_100,CP-00587,2026-06-30
POS-002000,Bank Guarantee,41828772.09,INR,BELOW_100,CP-00587,2026-06-30
POS-002001,Term Loan,97750501549.64,INR,BELOW_100,CP-00588,2026-06-30
POS-002002,Derivative - Interest Rate Swap,698817870.38,INR,BELOW_100,CP-00588,2026-06-30
POS-002003,Derivative - FX Forward,2758547985.7,INR,ABOVE_100,CP-00588,2026-06-30
POS-002004,Term Loan,172130716268.46,INR,BELOW_100,CP-00589,2026-06-30
POS-002005,Letter of Credit,1374272806.37,INR,BELOW_100,CP-00589,2026-06-30
POS-002006,Term Loan,11297841214.69,INR,AT_100,CP-00590,2026-06-30
POS-002007,Term Loan,4673794450.21,INR,BELOW_100,CP-00590,2026-06-30
POS-002008,Term Loan,57980381142.65,INR,ABOVE_100,CP-00590,2026-06-30
POS-002009,Bank Guarantee,17054011907.81,INR,BELOW_100,CP-00590,2026-06-30
POS-002010,Bank Guarantee,24216099398.36,INR,BELOW_100,CP-00590,2026-06-30
POS-002011,Term Loan,12640392530.24,INR,BELOW_100,CP-00591,2026-06-30
POS-002012,Cash Credit,21375664691.02,INR,ABOVE_100,CP-00591,2026-06-30
POS-002013,Term Loan,33234475415.39,INR,ABOVE_100,CP-00591,2026-06-30
POS-002014,Bank Guarantee,3339168821.52,INR,BELOW_100,CP-00591,2026-06-30
POS-002015,Term Loan,17979735264.71,INR,ABOVE_100,CP-00592,2026-06-30
POS-002016,Term Loan,152822244833.85,INR,AT_100,CP-00592,2026-06-30
POS-002017,Cash Credit,12337576640.97,INR,BELOW_100,CP-00592,2026-06-30
POS-002018,Bank Guarantee,2773809827.63,INR,BELOW_100,CP-00592,2026-06-30
POS-002019,Letter of Credit,133083215.49,INR,ABOVE_100,CP-00592,2026-06-30
POS-002020,Cash Credit,196706480237.28,INR,BELOW_100,CP-00593,2026-06-30
POS-002021,Term Loan,75206078644.25,INR,BELOW_100,CP-00593,2026-06-30
POS-002022,Cash Credit,27957267977.12,INR,AT_100,CP-00593,2026-06-30
POS-002023,Bank Guarantee,3049103224.1,INR,BELOW_100,CP-00593,2026-06-30
POS-002024,Investment - Debenture/Bond,150972091242.81,INR,ABOVE_100,CP-00594,2026-06-30
POS-002025,Term Loan,110354465853.75,INR,BELOW_100,CP-00594,2026-06-30
POS-002026,Bank Guarantee,284308832.01,INR,ABOVE_100,CP-00594,2026-06-30
POS-002027,Bank Guarantee,619973052.98,INR,AT_100,CP-00594,2026-06-30
POS-002028,Cash Credit,309220093762.36,INR,ABOVE_100,CP-00595,2026-06-30
POS-002029,Cash Credit,125865222965.08,INR,BELOW_100,CP-00595,2026-06-30
POS-002030,Cash Credit,392912437824.32,INR,ABOVE_100,CP-00595,2026-06-30
POS-002031,Bank Guarantee,2388673575.67,INR,ABOVE_100,CP-00595,2026-06-30
POS-002032,Term Loan,205570871223.51,INR,BELOW_100,CP-00596,2026-06-30
POS-002033,Derivative - FX Forward,245542560.42,INR,ABOVE_100,CP-00596,2026-06-30
POS-002034,Letter of Credit,598447508.27,INR,AT_100,CP-00596,2026-06-30
POS-002035,Term Loan,181607040192.24,INR,BELOW_100,CP-00597,2026-06-30
POS-002036,Term Loan,14829348251.49,INR,AT_100,CP-00597,2026-06-30
POS-002037,Bank Guarantee,433615618.2,INR,AT_100,CP-00597,2026-06-30
POS-002038,Letter of Credit,3983459285.81,INR,ABOVE_100,CP-00597,2026-06-30
POS-002039,Term Loan,212219634583.68,INR,ABOVE_100,CP-00598,2026-06-30
POS-002040,Letter of Credit,9761882350.92,INR,BELOW_100,CP-00598,2026-06-30
POS-002041,Investment - Debenture/Bond,68290824535.94,INR,AT_100,CP-00599,2026-06-30
POS-002042,Investment - Debenture/Bond,8539382453.64,INR,AT_100,CP-00599,2026-06-30
POS-002043,Term Loan,71676856320.12,INR,ABOVE_100,CP-00599,2026-06-30
POS-002044,Bank Guarantee,901770379.13,INR,BELOW_100,CP-00599,2026-06-30
POS-002045,Investment - Debenture/Bond,34581307999.84,INR,ABOVE_100,CP-00600,2026-06-30
POS-002046,Term Loan,75301101674.1,INR,AT_100,CP-00600,2026-06-30
POS-002047,Term Loan,33723443370.64,INR,BELOW_100,CP-00600,2026-06-30
POS-002048,Bank Guarantee,20532765932.66,INR,BELOW_100,CP-00600,2026-06-30
POS-002049,Term Loan,100273371577.39,INR,AT_100,CP-00601,2026-06-30
POS-002050,Bank Guarantee,13532967556.62,INR,BELOW_100,CP-00601,2026-06-30
POS-002051,Term Loan,45649708342.42,INR,ABOVE_100,CP-00602,2026-06-30
POS-002052,Derivative - Interest Rate Swap,17747936.49,INR,ABOVE_100,CP-00602,2026-06-30
POS-002053,Derivative - FX Forward,183340432.4,INR,ABOVE_100,CP-00602,2026-06-30
POS-002054,Cash Credit,1033384261.96,INR,ABOVE_100,CP-00603,2026-06-30
POS-002055,Investment - Debenture/Bond,79691934914.04,INR,AT_100,CP-00603,2026-06-30
POS-002056,Bank Guarantee,1565193095.94,INR,AT_100,CP-00603,2026-06-30
POS-002057,Term Loan,8984788713.95,INR,AT_100,CP-00604,2026-06-30
POS-002058,Term Loan,21275981821.86,INR,AT_100,CP-00604,2026-06-30
POS-002059,Term Loan,15113797247.72,INR,AT_100,CP-00604,2026-06-30
POS-002060,Bank Guarantee,188678867.59,INR,BELOW_100,CP-00604,2026-06-30
POS-002061,Bank Guarantee,612042831.84,INR,BELOW_100,CP-00604,2026-06-30
POS-002062,Term Loan,178358977824.75,INR,BELOW_100,CP-00605,2026-06-30
POS-002063,Derivative - FX Forward,169267480.02,INR,BELOW_100,CP-00605,2026-06-30
POS-002064,Letter of Credit,499046308.12,INR,AT_100,CP-00605,2026-06-30
